,STORE_ID,STORE_NAME,Location,Coordinates,Latitude,Longitude
0,721,Fort Hood Stan Schlueter H-E-B,1101 W. STAN SCHLUETER LOOP KILLEEN TX,"1101 W Stan Schlueter Loop, Killeen, Texas, 76549",31.078270796445118,-97.75880364059222
1,696,Hutto H-E-B plus!,5000 GATTIS SCHOOL RD HUTTO TX,"5000 Gattis School Rd, Hutto, Texas, 78634",30.50251200000001,-97.583274
2,724,Aliana Market H-E-B,10161 W GRAND PARKWAY S RICHMOND TX,"10161 W Grand Pkwy S, Richmond, Texas, 77407",29.659256999999997,-95.71343399999999
3,694,New Braunfels 3 H-E-B plus!,2965 IH35 NORTH NEW BRAUNFELS TX,"2965 N Interstate 35, New Braunfels, Texas, 78130",29.73187800000001,-98.07755399999999
4,742,Baytown H-E-B,6430 GARTH ROAD BAYTOWN TX,"6430 Garth Rd, Baytown, Texas, 77521",29.796200296874122,-94.98059457185695
5,725,Champion Forest Market H-E-B,20311 CHAMPION FOREST DRIVE SPRING TX,"Champion Forest Dr, Spring, Texas, 77379",30.0565423643405,-95.57625231912066
6,728,Huntsville H-E-B,1702 11TH ST. HUNTSVILLE TX,"1702 11th St, Huntsville, Texas, 77340",30.720645431245803,-95.56093281710343
7,733,Alamo Ranch H-E-B,12125 ALAMO RANCH PKWY SAN ANTONIO TX,"12125 Alamo Ranch Pkwy, San Antonio, Texas, 78253",29.48459682015875,-98.73470440790476
8,585,Austin Highway H-E-B,1520 AUSTIN HWY SAN ANTONIO TX,"1520 Austin Hwy, San Antonio, Texas, 78218",29.493243000000007,-98.43131699999999
9,709,H-E-B Market at Tuckerton,9722 FRY ROAD CYPRESS TX,"9722 Fry Rd, Cypress, Texas, 77433",29.92656029569857,-95.72815470430143
10,25,Floresville H-E-B,925 10TH STREET FLORESVILLE TX,"925 10th St, Floresville, Texas, 78114",29.144016000000008,-98.1564255
11,380,New Braunfels H-E-B at Walnut,651 S. WALNUT NEW BRAUNFELS TX,"651 S Walnut Ave, New Braunfels, Texas, 78130",29.688624000000004,-98.1255555
12,555,Kitty Hawk H-E-B,910 KITTY HAWK ROAD UNIVERSAL CITY TX,"910 Kitty Hawk Rd, Universal City, Texas, 78148",29.547841959029377,-98.31287496794484
13,621,Boerne H-E-B plus!,420 WEST BANDERA ROAD BOERNE TX,"420 W Bandera Rd, Boerne, Texas, 78006",29.780543495527006,-98.73416152553523
14,397,281 and 1604 H-E-B,18140 SAN PEDRO SAN ANTONIO TX,"18140 San Pedro Ave, San Antonio, Texas, 78232",29.60689500000001,-98.466957
15,679,Cleburne H-E-B,600 W HENDERSON CLEBURNE TX,"600 W Henderson St, Cleburne, Texas, 76033",32.34621862810881,-97.39340445712386
16,697,League City H-E-B,2755 E.LEAGUE CITY PARKWAY LEAGUE CITY TX,"2755 E League City Pkwy, League City, Texas, 77573",29.504492999999997,-95.040846
17,631,Granbury H-E-B,3804 US HWY 377 GRANBURY TX,"3804 US-377, Granbury, Texas, 76049",32.45619575113905,-97.72847568215076
18,26,McCreless Market H-E-B plus!,4100 SOUTH NEW BRAUNFELS SAN ANTONIO TX,"4100 S New Braunfels Ave, San Antonio, Texas, 78223",29.379816000000005,-98.457948
19,596,Grand Parkway H-E-B plus!,6711 SOUTH FRY ROAD KATY TX,"6711 S Fry Rd, Katy, Texas, 77494",29.714484837324942,-95.77514894269714
20,659,Lakeline H-E-B plus!,14028 NORTH US 183 AUSTIN TX,"14028 N Highway 183, Austin, Texas, 78717",30.47681441976414,-97.8013941443476
21,673,University Blvd H-E-B,250 UNIVERSITY BLVD. ROUND ROCK TX,"250 University Blvd, Round Rock, Texas, 78665",30.561192000000005,-97.6882545
22,698,Grant and Spring Cypress H-E-B,14100 SPRING CYPRESS RD CYPRESS TX,"14100 Spring-Cypress Rd, Cypress, Texas, 77429",30.00293081720016,-95.63744896066633
23,711,University Blvd. H-E-B,2501 W UNIVERSITY BLVD ODESSA TX,"2501 W University Blvd, Odessa, Texas, 79764",31.860827999999998,-102.4111665
24,716,Seguin H-E-B,1340 E COURT ST SEGUIN TX,"1340 E Court St, Seguin, Texas, 78155",29.570814,-97.944813
25,717,Midland Loop 250 H-E-B,5407 ANDREWS HIGHWAY MIDLAND TX,"5407 Andrews Hwy, Midland, Texas, 79706",31.995666,-102.155508
26,74,New Braunfels H-E-B at Hwy 46,1655 W STATE HIGHWAY 46 NEW BRAUNFELS TX,"1655 W State Highway 46, New Braunfels, Texas, 78132",29.71296000000001,-98.160453
